camera,id,secret,server,farm,exposure,aperture,iso,date-taken,focal-length,color,daily-project-active
Nikon D5000,8606212365,d762350760,8544,9,1/100,null,400,2013:03:29 06:46:17,null,#292413,
Nikon D5000,8607315822,75f3e92cb3,8250,9,1/80,null,400,2013:03:29 06:43:05,null,#d8dbd4,
Nikon D5000,8606257111,4b39328ca6,8406,9,1/640,null,400,2013:03:29 06:38:16,null,#211f10,
Nikon D5000,8606210763,0c2b644fe0,8402,9,1/640,null,400,2013:03:29 06:37:03,null,#27261b,
Nikon D5000,8606210169,3c03628415,8243,9,1/160,null,400,2013:03:29 06:35:45,null,#1b1e1d,
Nikon D5000,8606209795,4da2eb9f08,8384,9,1/320,null,400,2013:03:29 06:33:59,null,#f5f4f2,
Nikon D5000,8606245433,12b05f4cef,8399,9,1/320,null,400,2013:03:29 06:30:44,null,#ccddd7,
Nikon D5000,8606209401,a8f80c68c8,8382,9,1/100,null,400,2013:03:29 06:28:55,null,#202927,
Nikon D5000,8606209015,72196e17dd,8265,9,1/400,2,1600,2013:03:29 06:16:07,50 mm,#c3d0e2,
Nikon D5000,8606208479,33bd72b27c,8392,9,1/125,1.8,3200,2013:03:29 06:06:01,50 mm,#abc3d1,
Nikon D5000,8607311566,78acb7ecd4,8264,9,1/80,1.8,3200,2013:03:29 06:03:39,50 mm,#091119,
Nikon D5000,8607310644,32e4998417,8251,9,1/25,null,800,2013:03:27 21:17:50,null,#bdbdbd,
Nikon D5000,8606205823,7f8483cb7b,8262,9,1/30,null,400,2013:03:27 20:10:15,null,#82af90,
Nikon D5000,8598382411,3172d36607,8238,9,1/2500,null,400,2013:03:26 10:49:41,null,#c9b789,
Nikon D5000,8598386141,5419bf24c3,8104,9,1/3200,null,400,2013:03:26 10:44:55,null,#21201d,
Nikon D5000,8598382699,64d88b8022,8525,9,1/320,1.8,1000,2013:03:25 22:57:15,50 mm,#bbbbbb,
Nikon D5000,8599484214,543689c46a,8100,9,1/250,5,200,2013:03:25 17:21:55,26 mm,#24201c,
Nikon D5000,8599482784,9c8455f52a,8510,9,1/50,11,200,2013:03:25 17:13:36,18 mm,#252a2b,
Nikon D5000,8598385521,e3a998c411,8108,9,1/640,4,500,2013:03:25 16:11:43,18 mm,#291d16,
Nikon D5000,8599480452,40e7e6b537,8380,9,1/25,null,800,2013:03:24 19:03:47,null,#1e232b,
Nikon D5000,8598381567,df2b41f59d,8523,9,1/25,null,800,2013:03:24 19:03:41,null,#cfd7d5,
Nikon D5000,8599486116,48cef6d38b,8247,9,1/1000,null,400,2013:03:24 18:33:37,null,#d4d7cf,
Nikon D5000,8599483438,ea2f288d95,8229,9,1/1000,5.6,1000,2013:03:24 18:15:57,50 mm,#eae1d6,
Nikon D5000,8570120973,0fd9012bd0,8378,9,1/2500,2.8,200,2013:03:12 14:11:04,50 mm,#26200f,
Nikon D5000,8543586079,e226a72b84,8527,9,1/80,4.8,2000,2013:03:01 20:16:33,120 mm,#080505,
Nikon D5000,8511760337,746601bab6,8106,9,1/250,9,100,2013:02:22 12:41:12,50 mm,#27211c,
Nikon D5000,8511759737,8163198715,8532,9,1/4000,2.5,100,2013:02:22 12:40:09,50 mm,#dccfb9,
Nikon D5000,8511761241,48bc59571d,8238,9,1/4000,2.5,100,2013:02:22 12:35:23,50 mm,#24291e,
Nikon D5000,8511761663,cb631cf645,8384,9,1/2500,2.5,100,2013:02:22 12:34:59,50 mm,#ced6e4,
Nikon D5000,8512872402,d08e0efd64,8380,9,1/1600,3.5,100,2013:02:22 12:33:09,50 mm,#e8657b,
Nikon D5000,8511760743,8d1dfa40e5,8240,9,1/1250,1.8,100,2013:02:22 12:25:13,50 mm,#1f2d24,
Canon EOS REBEL T2i,8469437945,de6fc1500d,8381,9,1/640,5,200,2013:02:11 06:28:06,50 mm,#dedede,
Nikon D5000,8470531490,e715305375,8381,9,1/50,null,400,2013:02:09 11:06:18,null,#c6baac,
Nikon D5000,8470531876,1860eba5c5,8088,9,1/50,null,400,2013:02:07 11:32:59,null,#262e32,
Nikon D5000,8469437677,212c145c4e,8367,9,1/160,null,400,2013:02:01 15:52:59,null,#171410,
Nikon D5000,8469436165,8dc438fbc4,8379,9,1/250,5.6,400,2013:01:26 14:02:37,55 mm,#c9c9c8,
Nikon D5000,8470530294,0fc17c669a,8227,9,1/250,5.6,400,2013:01:26 13:53:46,22 mm,#d8d3d1,
Nikon D5000,8469436547,5908c44809,8244,9,1/60,null,400,2013:01:26 11:43:55,null,#d3c59f,
Nikon D5000,8383342204,38b2fb0739,8232,9,1/60,null,1600,2013:01:14 19:01:24,null,#110f0b,
Nikon D5000,8350990936,909b49c733,8183,9,1/40,null,400,2013:01:01 17:56:59,null,#aa9382,
Nikon D5000,8350989702,054244a715,8360,9,1/25,null,400,2013:01:01 17:55:12,null,#cba888,
Nikon D5000,8349929473,f1ed6c1c0c,8079,9,1/25,null,400,2013:01:01 17:54:50,null,#e1d5c1,
Nikon D5000,8350988420,757cdf1e9c,8091,9,1/250,null,800,2012:12:24 15:11:44,null,#b69e7e,
Nikon D5000,8300173171,c1d4342556,8079,9,1/60,null,200,2012:12:19 16:06:35,null,#241e19,
Nikon D5000,8349923201,90b162b3a5,8096,9,1/320,null,400,2012:12:19 14:24:57,null,#d3cdaa,
Nikon D5000,8300171983,c352c29895,8215,9,1/320,null,400,2012:12:19 12:43:37,null,#202016,
Nikon D5000,8349932831,5e89f6dc37,8231,9,1/640,null,400,2012:12:19 12:34:10,null,#e1dfce,
Nikon D5000,8246896728,497e8a95bc,8486,9,1/20,8,800,2012:12:04 11:09:14,50 mm,#c8c8c8,
Nikon D5000,8245829163,c8173efbf8,8477,9,1/200,1.8,800,2012:12:04 11:07:16,50 mm,#cecece,
Nikon D5000,8240158583,39580b041d,8070,9,1/50,9,800,2012:11:30 12:45:55,50 mm,#131b1b,
Nikon D5000,8240157707,14e4bb7341,8487,9,1/100,null,800,2012:11:29 18:54:33,null,#d5b9a0,
Nikon D5000,8216110684,b062950efa,8479,9,1/1000,null,100,2012:11:23 15:35:06,null,#2a2a25,
Nikon D5000,8215028527,f77990675f,8066,9,1/1600,null,100,2012:11:23 15:11:15,null,#d3d8da,
Nikon D5000,8216111122,692df28fff,8343,9,1/1000,null,100,2012:11:23 15:01:41,null,#d7dbc7,
Nikon D5000,8215029111,3e5846454b,8477,9,1/500,null,100,2012:11:23 14:45:24,null,#cee6ea,
Nikon D5000,8210003198,ae2bf176b5,8489,9,1/200,null,200,2012:11:22 09:16:55,null,#e8e8e8,
Nikon D5000,8148977345,f4357b520c,8049,9,1/250,null,400,2012:10:31 11:08:02,null,#262e34,
Nikon D5000,8148977665,030e5d7584,8466,9,1/40,null,1600,2012:10:31 00:17:31,null,#1b1b1b,
Nikon D5000,8124007979,3fd54e333f,8470,9,1/160,3.2,400,2012:10:24 19:21:53,50 mm,#2e1d15,
Nikon D5000,8124030180,80952068d8,8051,9,1/320,1.8,1600,2012:10:22 21:23:12,50 mm,#161b16,
Nikon D5000,8124028210,a9b1d95b9c,8330,9,1/320,1.8,1600,2012:10:22 21:18:07,50 mm,#c6d4d7,
Nikon D5000,8124012527,c2bde567c8,8056,9,1/250,2.2,400,2012:10:22 17:26:46,50 mm,#be9b83,
Nikon D5000,8124013361,97b617ddc7,8183,9,1/250,2.2,400,2012:10:22 17:23:49,50 mm,#bbb4b8,
Nikon D5000,8124010237,659a1d5ff0,8328,9,1/500,2.8,1000,2012:10:22 17:17:54,50 mm,#adb6ae,
Nikon D5000,8001455420,608ec4cb7f,8461,9,1/800,6.3,200,2012:09:17 16:28:36,50 mm,#151311,
Nikon D5000,8001455080,da3349d813,8175,9,1/60,4,1000,2012:09:16 13:27:08,50 mm,#28380e,
LG Electronics LG Optimus Elite,7983301760,4b0868d76c,8297,9,1/30,2.8,300,2012:09:09 19:11:56,null,#161716,
Nikon D5000,7870235104,9d3a47297a,8421,9,1/50,null,1600,2012:08:25 19:02:43,null,#055da4,
Nikon D5000,7870271244,cf7935e1dc,8282,9,1/800,null,200,2012:08:25 17:30:54,null,#e3e0dc,
Nikon D5000,7870232630,34e44cc713,8440,9,1/800,null,200,2012:08:25 17:08:56,null,#e8e8ea,
Nikon D5000,7870230716,f2501fb31d,8426,9,1/800,null,200,2012:08:25 16:44:53,null,#142739,
Nikon D5000,7870231632,b08bc6ab9c,7125,8,1/250,7.1,200,2012:08:25 16:28:01,50 mm,#e9e6e2,
Nikon D5000,7870233224,5e4cee74b2,8446,9,1/500,null,200,2012:08:25 15:54:38,null,#2a2624,
Nikon D5000,7870229808,e62d8ca598,8428,9,1/1250,null,200,2012:08:25 14:29:02,null,#c5b2b8,
Nikon D5000,8124013851,98a6e88a9f,8324,9,1/1600,9,800,2012:08:17 18:21:47,50 mm,#4e3534,
Nikon D5000,7783542198,871bdec173,8430,9,1/125,10,800,2012:08:12 18:15:40,26 mm,#293023,
Nikon D5000,7783547186,c8b8550bc3,8297,9,1/800,9,800,2012:08:12 18:03:29,55 mm,#363131,
Nikon D5000,7783544440,68c22bd2e7,7270,8,1/250,10,800,2012:08:12 17:00:31,28 mm,#3b3b3b,
Nikon D5000,8490731261,a7d38d28ff,8237,9,1/800,13,800,2012:08:12 16:46:05,55 mm,#334149,
Nikon D5000,8124007165,0570c9c7fd,8324,9,1/2000,13,800,2012:08:12 16:43:53,24 mm,#302516,
Nikon D5000,7783549378,1ec0907169,7128,8,1/1250,10,800,2012:08:12 16:42:54,55 mm,#221817,
Nikon D5000,8491832236,d72a4a69bf,8507,9,1/640,10,800,2012:08:12 16:42:03,18 mm,#333215,
Nikon D5000,7783551466,d2253dd0ca,8447,9,1/500,5.6,800,2012:08:12 16:33:29,55 mm,#ececec,
Nikon D5000,7754585180,3d119dcbdd,8281,9,1/2500,6.3,400,2012:08:08 16:41:54,55 mm,#3d3d3d,
Nikon D5000,7754584096,bf4577221d,8291,9,1/1000,5.6,400,2012:08:08 15:48:47,55 mm,#9f864b,
Nikon D5000,7754600458,164a0dfeee,8440,9,1/1000,5.6,400,2012:08:08 15:47:58,28 mm,#3e5647,
Nikon D5000,7755885844,e69c5a27d7,8444,9,1/1000,5.6,400,2012:08:08 15:07:02,35 mm,#c1bfcc,
Nikon D5000,7755888182,981878f018,7134,8,1/1250,5.6,400,2012:08:08 15:06:14,44 mm,#ceafa3,
Nikon D5000,7754599602,9f1b6e97d4,8423,9,1/320,13,400,2012:08:08 15:00:31,26 mm,#c7c7a5,
Nikon D5000,7755639186,6a23eee645,8427,9,1/320,13,400,2012:08:08 15:00:07,18 mm,#20374a,
Nikon D5000,7647501032,fce80360be,8021,9,1/400,10,800,2012:07:21 18:27:57,50 mm,#e1d4af,
Nikon D5000,7647503280,abee6ec098,8163,9,1/1600,null,800,2012:07:21 17:35:41,null,#cbcbcb,
Nikon D5000,7647505582,07764eb417,8168,9,1/1600,null,800,2012:07:21 17:32:11,null,#151515,
Nikon D5000,7647508706,5d1b73a9cd,8421,9,1/1250,9,800,2012:07:21 17:13:01,32 mm,#29362b,
Nikon D5000,7573018984,bb0acd0938,8424,9,1/50,4.5,800,2012:07:07 19:52:32,18 mm,#b1b1b1,
Nikon D5000,7573008102,37b70c30e2,7107,8,1/125,4.5,200,2012:07:07 18:54:58,28 mm,#101010,
Nikon D5000,7573020724,a0b672d4ea,7123,8,1/400,10,200,2012:07:07 16:51:10,55 mm,#605d30,
Nikon D5000,7573065908,dfd8bb3494,7111,8,1/200,8,200,2012:07:07 15:13:03,34 mm,#293538,
Nikon D5000,7573010774,1212a4cded,7137,8,1/80,8,200,2012:07:07 14:41:19,20 mm,#d6d2b6,
Nikon D5000,7572997026,e6486446ea,8291,9,1/250,5.6,200,2012:07:07 14:34:16,55 mm,#f0ddd3,
Nikon D5000,7572998760,1469851963,7278,8,1/640,4.5,200,2012:07:07 14:33:36,18 mm,#31312f,
Nikon D5000,7573000896,2fe8f233c9,7126,8,1/80,14,200,2012:07:07 14:09:37,28 mm,#282517,
Nikon D5000,7573243252,09f4ec52c6,8292,9,1/125,14,200,2012:07:07 14:03:49,18 mm,#272018,
Nikon D5000,7573004090,3d4e5207ce,8163,9,1/160,13,200,2012:07:07 14:00:47,32 mm,#b5b964,
Nikon D5000,7573005528,daab8dbbdc,7126,8,1/200,13,200,2012:07:07 12:43:25,32 mm,#171711,
Nikon D5000,7573006804,e9a8676523,7277,8,1/640,7.1,200,2012:07:07 09:52:26,55 mm,#7a7453,
Nikon D5000,7573013580,0db477995f,8002,9,1/1250,4.8,200,2012:07:07 09:39:52,32 mm,#f1d3bc,
Nikon D5000,7572995556,7d6e6b4ccf,8293,9,1/15,4.5,1600,2012:07:06 23:56:35,18 mm,#d6be80,
Nikon D5000,7573016818,b97308fb7d,7274,8,1/8,4.5,1600,2012:07:06 21:57:00,18 mm,#1e201a,
Nikon D5000,7451436904,d8217173de,7132,8,1/4000,3.2,400,2012:06:19 19:02:47,50 mm,#252523,
Nikon D5000,7451438614,bd528b8b9d,8025,9,1/2000,8,400,2012:06:19 18:58:50,50 mm,#dfe9e3,
Nikon D5000,7451446490,ce03752194,7127,8,1/2000,7.1,200,2012:06:19 18:40:15,50 mm,#9d8d57,
Nikon D5000,7451440846,327512388a,8150,9,1/100,5.6,400,2012:06:19 12:52:16,50 mm,#b0bcb1,
Nikon D5000,7451433720,990eb6285c,7130,8,1/200,5.6,1000,2012:06:19 11:13:52,135 mm,#b89360,
Nikon D5000,7451443278,3e6440e026,8027,9,1/640,2.8,400,2012:06:19 11:05:27,50 mm,#1c1e1c,
Nikon D5000,7186922370,76a287d926,5034,6,1/60,5.6,2500,2012:05:05 15:33:46,200 mm,#eeb686,
Nikon D5000,7186932380,8e71973f48,7077,8,1/80,5.3,2500,2012:05:05 15:18:25,160 mm,#daa989,
Nikon D5000,7186916636,019830b15e,7085,8,1/80,4.5,1600,2012:05:05 12:44:28,105 mm,#26120a,
Nikon D5000,7186936184,de118e69e9,8009,9,1/1000,5.6,200,2012:04:30 12:28:13,55 mm,#8d795e,
Nikon D5000,7186940034,f46ceef4f8,7232,8,1/1000,5,200,2012:04:30 12:24:43,18 mm,#202d38,
Nikon D5000,7186944158,48e25dfc77,7101,8,1/1000,5,200,2012:04:30 11:28:52,18 mm,#242a38,
Nikon D5000,7186948508,6deaba990c,7238,8,1/1250,3.5,400,2012:04:21 12:18:07,18 mm,#212c18,
Nikon D5000,7186959058,0ba2db5825,8168,9,1/80,7.1,400,2012:04:14 18:20:35,50 mm,#1d130b,
Nikon D5000,7186910090,f9613d779c,7237,8,1/25,1.8,400,2012:04:14 15:25:02,50 mm,#d1d1d1,
Nikon D5000,7059522347,28b6d3db50,5329,6,1/40,3.5,800,2012:04:08 17:59:38,18 mm,#d1c2b0,
Nikon D5000,7036299743,76c310b738,7263,8,1/60,4,800,2012:03:31 21:22:15,20 mm,#9b8f63,third
Nikon D5000,6890204032,4c3521093d,6215,7,1/8,3.5,2000,2012:03:31 20:16:14,18 mm,#e29e15,third
Nikon D5000,7031263169,ccfdd06475,7041,8,1/8,3.5,800,2012:03:30 21:42:23,18 mm,#fbeae0,third
Nikon D5000,6885166142,2821d9a7be,7225,8,1/320,5.6,800,2012:03:30 13:43:46,55 mm,#261f17,third
Nikon D5000,7026049969,e3d04afce2,7205,8,1/1250,5.6,400,2012:03:28 14:48:03,18 mm,#bebec3,third
Nikon D5000,7026052239,740b51ccdb,7139,8,1/400,9,400,2012:03:28 13:41:30,18 mm,#cfaf76,third
Nikon D5000,6879953090,7e3928a265,7179,8,1/400,9,400,2012:03:28 13:39:57,55 mm,#634b2c,third
Nikon D5000,7026051231,8cab7ac27a,7115,8,1/60,5.6,400,2012:03:28 12:09:06,18 mm,#361c11,third
Nikon D5000,6879950332,1790aa32a0,7115,8,1/640,5.6,400,2012:03:26 17:09:22,24 mm,#bb9c2e,third
Nikon D5000,6874194978,1dc8483341,7219,8,1/800,9,400,2012:03:26 16:54:30,22 mm,#ccc087,third
Nikon D5000,6874192664,7c9f0344f9,7272,8,1/400,1.8,800,2012:03:25 01:21:57,50 mm,#1a1a1a,third
Nikon D5000,7020293387,abdbfb309f,7098,8,0.4,5,800,2012:03:22 23:17:03,22 mm,#e0e2ca,third
Nikon D5000,7020291481,ea14f4a52d,7082,8,1/125,5.3,800,2012:03:21 23:32:36,45 mm,#392d05,third
Nikon D5000,7020292003,3ac247b9fc,7274,8,1/200,null,800,2012:03:20 22:37:48,null,#21341e,third
Nikon D5000,6874191198,5f1606bbcf,7232,8,1/25,null,800,2012:03:20 01:40:48,null,#606f6e,third
Nikon D5000,6874188686,864094e1b0,7253,8,1/13,4.5,2000,2012:03:14 23:33:59,18 mm,#132b1d,third
Nikon D5000,7020289057,ea153baaa4,7046,8,1/25,5.6,2000,2012:03:13 16:25:10,29 mm,#45341e,third
Nikon D5000,7020288077,28812d82d7,7200,8,1/125,null,400,2012:03:12 18:21:00,null,#e9dfda,third
Nikon D5000,6874183760,e5db86fe6c,7248,8,1/200,null,400,2012:03:12 18:19:49,null,#f2f2f2,third
Nikon D5000,6874193552,3c880aaf0c,7240,8,1/2000,null,400,2012:03:12 18:14:52,null,#d5b086,third
Nikon D5000,7020287039,c062618736,7105,8,1/20,3.5,400,2012:03:12 00:30:24,18 mm,#cbcbcb,third
Nikon D5000,6874184332,58a17b5637,7229,8,1/20,5,400,2012:03:11 01:01:21,35 mm,#ccb07f,third
Nikon D5000,7020286653,15e04ecc4f,7069,8,1/20,1.8,400,2012:03:09 21:00:24,50 mm,#1d1105,third
Nikon D5000,7020284019,d5d0e9e5d3,7098,8,1/20,9,400,2012:03:07 21:19:04,50 mm,#171506,third
Nikon D5000,6874181672,9faa26f5f1,7224,8,1/30,1.8,400,2012:03:06 20:35:58,50 mm,#2d3326,third
Nikon D5000,6874180460,e2fe90b004,7253,8,1/40,null,400,2012:03:04 19:56:41,null,#311608,third
Nikon D5000,6874180974,6fe33f45d7,7184,8,1/40,null,400,2012:03:03 18:37:24,null,#0e1a27,third
Nikon D5000,6805098186,78ff60232b,7193,8,1/3200,null,400,2012:03:03 11:20:46,null,#1a1c20,third
Nikon D5000,6805097304,97b51bab65,7058,8,1/640,9,800,2012:03:02 15:30:01,50 mm,#171818,third
Nikon D5000,6805116600,4e56a4d2e1,7189,8,1/160,null,800,2012:03:01 17:13:53,null,#d9dbd9,third
Nikon D5000,6805096544,ef4366acfd,7049,8,1/4000,null,800,2012:03:01 16:49:15,null,#2d2519,third
Nikon D5000,6951209533,d80382fa74,7181,8,1/20,5,800,2012:02:29 00:20:02,35 mm,#2a1b18,third
Nikon D5000,6805094062,eb19333379,7202,8,1/40,4,400,2012:02:27 22:44:40,22 mm,#cacaca,third
Nikon D5000,6788329176,653e260947,7200,8,1/50,3.8,1600,2012:02:26 15:49:34,20 mm,#9f9f9f,third
Nikon D5000,6934442921,3aea3a8095,7180,8,1/1000,4,400,2012:02:26 14:04:34,18 mm,#dbcfad,third
Nikon D5000,6788327864,19f13f66a3,7181,8,1/100,4,400,2012:02:26 13:15:57,18 mm,#341c0c,third
Nikon D5000,6934441659,0.00E+00,7054,8,1/160,5.3,320,2012:02:26 12:11:03,44 mm,#363635,third
Nikon D5000,6788326970,15b53772b0,7181,8,1/400,11,400,2012:02:24 16:58:36,18 mm,#222023,third
Nikon D5000,6922725737,9cc2351cd0,7183,8,1/15,5,1600,2012:02:23 00:03:21,18 mm,#251a0a,third
Nikon D5000,6776608430,9089935ab9,7187,8,1/25,3.5,1000,2012:02:22 00:38:26,18 mm,#ececec,third
Nikon D5000,6776608176,f6c2616dd3,7053,8,1/320,1.8,200,2012:02:20 13:10:20,50 mm,#162915,third
Nikon D5000,6773337482,78a9d9b7f2,7185,8,1/25,1.8,3200,2012:02:18 20:17:18,50 mm,#e3a34e,third
Nikon D5000,6773336198,80b1b61282,7207,8,1/60,4,1000,2012:02:18 19:56:17,18 mm,#221d18,third
Nikon D5000,6919451791,be8efe30cf,7070,8,1/20,5,1000,2012:02:17 19:16:05,34 mm,#0f0f0f,third
Nikon D5000,6773333634,a51b83e38b,7052,8,1/20,14,1000,2012:02:16 23:43:23,32 mm,#d5d5d5,third
Nikon D5000,6773332884,7ccd5746ff,7036,8,1/30,5.3,1600,2012:02:15 20:28:09,40 mm,#f4f4f4,third
Nikon D5000,6773332274,36a1bd5f98,7039,8,1/20,5.6,1600,2012:02:14 23:17:36,24 mm,#d4851e,third
Nikon D5000,6773330550,305630a913,7199,8,1/20,5.6,2500,2012:02:13 19:25:16,55 mm,#210404,third
Nikon D5000,6773329664,ed347db6f7,7056,8,1/2500,4.8,800,2012:02:11 16:28:35,32 mm,#cbb99b,third
Nikon D5000,6919445481,3b6b7a47d1,7182,8,1/800,5.3,800,2012:02:11 16:26:06,40 mm,#e4cfa2,third
Nikon D5000,6773326868,b0f10080d7,7067,8,1/30,3.5,1600,2012:02:10 20:34:17,18 mm,#1c1e1e,third
Nikon D5000,6919443559,eec450d317,7176,8,1/20,3.5,800,2012:02:09 20:52:25,18 mm,#283c29,third
Nikon D5000,6773325454,8805a879fe,7201,8,1/20,4.8,800,2012:02:08 23:16:42,32 mm,#31291b,third
Nikon D5000,6919441385,61a352f736,7190,8,1/100,3.8,800,2012:02:07 22:13:58,22 mm,#1a3b69,third
Nikon D5000,6919440247,2aa6b7a416,7202,8,1/15,5.6,1600,2012:02:06 21:03:36,55 mm,#232323,third
Nikon D5000,6919439323,b08ab50c55,7068,8,1/8,3.5,800,2012:02:05 21:02:59,18 mm,#162221,third
Nikon D5000,6773321546,5a9a3790f6,7191,8,1/10,3.5,800,2012:02:04 23:01:57,18 mm,#0b0b0b,third
Nikon D5000,6773321114,ed6a8ce86e,7046,8,1/20,5.3,400,2012:02:03 22:22:50,42 mm,#191811,third
Nikon D5000,6810586259,859bcbfb66,7143,8,1/25,1.8,2500,2012:02:02 17:57:01,50 mm,#282828,third
Nikon D5000,6810582625,300f441e0e,7156,8,1/160,1.8,800,2012:02:01 20:51:05,50 mm,#e0e0e0,third
Nikon D5000,6810582003,1ff694f3ac,7035,8,1/80,1.8,800,2012:01:31 18:49:32,50 mm,#2c1d08,third
Nikon D5000,6810578219,b156fccb51,7005,8,1/640,1.8,800,2012:01:30 19:48:33,50 mm,#2f372a,third
Nikon D5000,6810575311,b9a8e1a36a,7028,8,1/25,5.3,800,2012:01:29 19:26:01,45 mm,#f1cab3,third
Nikon D5000,6810572721,b757e94902,7161,8,1/10,3.5,800,2012:01:28 19:22:54,18 mm,#e1ac91,third
Nikon D5000,6774925377,706d0f5db3,7146,8,1/10,3.5,800,2012:01:27 21:24:22,18 mm,#b4c898,third
Nikon D5000,6774923387,a88bb59ec9,7141,8,1/13,5.3,800,2012:01:26 22:06:09,45 mm,#262626,third
Nikon D5000,6774922387,a768f8c0d2,7015,8,1/13,4.5,800,2012:01:25 20:31:12,29 mm,#2f181c,third
Nikon D5000,6774921639,3c88b21144,7147,8,1/13,4,800,2012:01:24 23:12:51,22 mm,#131c14,third
Nikon D5000,6753344089,847db2592c,7170,8,1/50,1.8,800,2012:01:23 20:30:48,50 mm,#0e1013,third
Nikon D5000,6744669269,5b6c1b8702,7174,8,1/50,null,1600,2012:01:22 02:28:15,null,#1c1e1c,third
Nikon D5000,6744665419,1a88384493,7025,8,1/100,null,1600,2012:01:21 20:40:58,null,#c9c9c9,third
Nikon D5000,6738565181,e8fa7d2604,7143,8,1/15,5.6,1600,2012:01:20 22:50:25,55 mm,#71310c,third
Nikon D5000,6738561201,bec6317e25,7168,8,1/125,6.3,1600,2012:01:19 20:03:20,32 mm,#e0dede,third
Nikon D5000,6738558123,94975e027e,7017,8,1/20,5,1600,2012:01:17 20:14:22,29 mm,#dfe6e4,third
Nikon D5000,6723239873,ebcde151c8,7172,8,1/20,5,3200,2012:01:16 21:01:15,22 mm,#23160c,third
Nikon D5000,6723237243,16307f4b4c,7032,8,1/60,4,800,2012:01:15 22:32:41,24 mm,#d2b29e,third
Nikon D5000,6738556913,6a301938eb,7032,8,1/30,null,800,2012:01:15 17:31:55,null,#070709,third
Nikon D5000,6723235369,c0fc5d5ee2,7010,8,1/40,null,800,2012:01:14 20:48:49,null,#3f2737,third
Nikon D5000,6723234531,c5cab94102,7023,8,1/20,3.5,1600,2012:01:13 17:31:35,18 mm,#bababa,third
Nikon D5000,6723233265,4b998d6b61,7034,8,1/1000,5.3,1600,2012:01:11 13:50:14,46 mm,#211925,third
Nikon D5000,6678037881,85c8f31c24,7165,8,1/1000,5.6,1600,2012:01:10 08:08:53,55 mm,#292d2f,third
Nikon D5000,6678036417,9d01aa6186,7157,8,1/15,4,1600,2012:01:09 23:26:36,24 mm,#dad397,third
Nikon D5000,6678034301,60a2ae1837,7011,8,1/50,5,800,2012:01:09 14:06:22,34 mm,#2e1a12,third
Nikon D5000,6678032625,2a49fa320a,7021,8,1/20,3.8,1600,2012:01:08 20:03:26,22 mm,#393a16,third
Nikon D5000,6678031489,496a8ab366,7012,8,1/20,5.6,1600,2012:01:07 21:48:08,48 mm,#d7c797,third
Nikon D5000,6658291993,9ae70b900c,7153,8,1/20,5.6,4000,2012:01:06 23:06:12,18 mm,#221609,third
Nikon D5000,6658289419,228c8bd2d8,7034,8,1/80,null,3200,2012:01:06 22:30:42,null,#cb9656,third
Nikon D5000,6658286219,19d6b129fc,7172,8,1/40,null,400,2012:01:05 19:30:12,null,#421b05,third
Nikon D5000,6658283629,e7bb19e819,7151,8,1/20,3.5,400,2012:01:04 14:20:33,18 mm,#0a0b11,third
Nikon D5000,6658282125,cbcba6657e,7173,8,1/160,null,400,2012:01:03 16:35:20,null,#a4a4a4,third
Nikon D5000,6617999581,5f2cd72bd8,7142,8,1/20,null,1600,2012:01:01 00:19:15,null,#d7d5d0,third
Nikon D5000,6617998485,f5d46f7556,7008,8,1/40,3.5,1600,2011:12:31 22:17:52,18 mm,#d5d5d5,third
Nikon D5000,6617996877,5d25f67746,7150,8,1/160,null,1600,2011:12:31 18:56:53,null,#bbbbbb,third
Nikon D5000,6605297889,86b8225f28,7002,8,1/25,3.5,1600,2011:12:30 20:27:38,18 mm,#d3d3d3,third
Nikon D5000,6598414491,e470b88156,7019,8,1/640,5.6,200,2011:12:29 14:57:52,55 mm,#8c13ab,third
Nikon D5000,6593049169,aac52c0dea,7148,8,1/20,5,1600,2011:12:28 23:47:58,28 mm,#13150b,third
Nikon D5000,6586589625,c3058abd79,7026,8,1/320,5.6,800,2011:12:27 18:35:12,55 mm,#e0e6e3,third
Nikon D5000,6579711361,fa0e02684c,7026,8,1/125,5,640,2011:12:26 21:45:05,36 mm,#060705,third
Nikon D5000,6573794397,a54149094f,7164,8,1/20,5,1250,2011:12:25 18:03:21,34 mm,#d5b8a5,third
Nikon D5000,6567969681,4f555eb443,7163,8,1/20,4.5,1250,2011:12:24 18:28:33,30 mm,#abd3e4,third
Nikon D5000,6563275895,9e68188885,7011,8,1/30,4.5,800,2011:12:23 21:09:46,30 mm,#c4a77c,third
Nikon D5000,6558209611,af643b8f3a,7141,8,1/30,5.3,1600,2011:12:23 00:17:18,40 mm,#170c0b,third
Nikon D5000,6552989777,03edfb3462,7007,8,1/320,4.5,250,2011:12:21 16:55:29,30 mm,#322e22,third
Nikon D5000,8491831372,15231f9449,8526,9,1/320,4,250,2011:12:21 16:44:19,18 mm,#2e2a27,third
Nikon D5000,6553001223,0a215bc12d,7023,8,1/200,9,250,2011:12:21 16:29:56,44 mm,#0d0d0d,third
Nikon D5000,6552990687,532780905a,7161,8,1/160,9,250,2011:12:21 16:28:25,18 mm,#323236,third
Nikon D5000,8490730979,25966a6fde,8388,9,1/160,9,250,2011:12:21 16:26:56,18 mm,#d1dae2,third
