"camera","id","secret","server","farm","exposure","aperture","iso","date-taken","focal-length","color","daily-project-active","color2"
"Nikon D5000","5242717084","efa26491a7","5125","6","1/200","5","200","2010:12:04 15:16:44","null","#9f6910","","#2b1409"
"Nikon D5000","5242123467","7bf90c3f1f","5168","6","1/60","4","200","2010:12:04 15:50:39","null","#d8481c","","#421e0a"
"Nikon D5000","5242716360","ec512a73cf","5128","6","1/30/2017","6.3","200","2010:12:04 14:45:51","null","#e61806","","#b7a143"
"Nikon D5000","5268402106","e1029b02c5","5282","6","1/500","1.8","200","2010:12:16 16:27:35","null","#9a7414","","#381407"
"Nikon D5000","5242718602","21397ed960","5169","6","1/30/2017","5","640","2010:12:04 16:20:55","null","#e49927","","#e3be9e"
"Nikon D5000","5242123901","a53c9b474c","5127","6","1/80","5.6","200","2010:12:04 14:46:40","null","#d22c0f","","#27150d"
"Nikon D5000","5242717634","bb9efe5bd5","5286","6","1/160","3.5","200","2010:12:04 15:35:25","null","#da200b","","#ebefd9"
"Nikon D5000","5242717854","3effc1a6aa","5046","6","1/800","1.8","200","2010:12:04 15:39:55","null","#be1b0b","","#eaeed6"
"Sony DSC-W80","5412838250","3df82c7a82","4080","5","1/50","4.5","800","2010:11:30 22:41:58","null","#b440b8","","#acacac"
"Nikon D5000","5170930548","9f3d2e9db2","4108","5","1/30/2017","3.5","800","2010:11:11 21:54:26","null","#08b9d3","","#c49d86"
"Nikon D5000","5170931424","cd3db3fe3a","4128","5","1/30/2017","3.5","1100","2010:11:11 21:42:31","null","#d99a15","","#6c300f"
"Nikon D5000","5170930484","98a69a2398","4153","5","1/30/2017","null","800","2010:11:11 21:51:25","null","#d7d320","","#141209"
"Nikon D5000","5206169360","efd5aebfa8","4153","5","1/40","2.8","400","2010:11:13 19:14:44","null","#049c2c","","#13581d"
"Nikon D5000","5170930786","cd4ca2394b","4087","5","1/25/2017","1.8","1600","2010:11:11 22:03:47","null","#d88006","","#1d170b"
"Nikon D5000","5206169112","a08691cf57","5244","6","1/100","4","400","2010:11:13 19:07:53","null","#ec7d06","","#e8dbc1"
"Nikon D5000","5170931094","36b82765f1","4085","5","1/20/2017","2","450","2010:11:11 20:54:54","null","#f4630e","","#1b1922"
"Nikon D5000","5242716756","43362b12a0","5003","6","1/160","6.3","200","2010:12:04 14:09:49","null","#e98916","","#952a12"
"Nikon D5000","5133411417","1d3b429dcc","1173","2","1/800","1.8","200","2010:09:18 13:58:12","null","#bfad52","","#502a1b"
"Nikon D5000","5058817285","efdc5a1a74","4132","5","1/80","null","200","2010:10:02 17:47:18","null","#099cd3","","#decdb5"
"Nikon D5000","5170931178","b3b4a37146","4126","5","1/25/2017","null","800","2010:11:11 20:32:52","null","#ca8632","","#090808"
"Nikon D5000","5133407807","30e4b65d44","4011","5","1/30/2017","1.8","900","2010:10:30 17:40:48","null","#0e6bbb","","#1a3a51"
"Nikon D5000","5133410053","90c477cd43","1222","2","1/1/4000","1.8","200","2010:09:18 13:48:02","null","#875e24","","#886025"
"Nikon D5000","5134009950","78ee0db8c9","1309","2","1/500","8","200","2010:09:18 13:49:29","null","#ac4c0c","","#3a1909"
"Nikon D5000","5134008850","4b27d44974","1181","2","1/30/2017","1.8","900","2010:10:30 17:34:16","null","#d5880e","","#121e12"
"Nikon D5000","5170330651","b80d99136d","4145","5","1/20/2017","null","800","2010:11:11 20:47:31","null","#90bc44","","#cfcfcf"
"Nikon D5000","4963045820","6698e312c5","4129","5","1/40","5","200","2010:09:05 17:49:20","null","#b9a162","first","#1e2b18"
"Nikon D5000","4995396358","d44747550c","4128","5","1/1/1000","1.8","200","2010:09:15 15:19:23","null","#dfa01f","first","#255511"
"Nikon D5000","4995388428","77b08c823e","4105","5","1/60","18","200","2010:09:14 11:20:53","null","#b9a15f","first","#28351b"
"Nikon D5000","4995392382","ff737b8335","4125","5","1/30/2017","1.8","900","2010:09:15 15:00:07","null","#d8980a","first","#1c0d05"
"Nikon D5000","4975479123","9d785f8b87","4090","5","1/40","3.2","200","2010:09:09 15:16:37","null","#e68c22","first","#181f1a"
"Nikon D5000","4963051126","2c7383467a","4111","5","1/1/3200","6.3","200","2010:09:05 18:06:54","null","#cc9c32","first","#200d05"
"Nikon D5000","4995394628","0ac396b14f","4145","5","1/100","1.8","200","2010:09:15 15:14:51","null","#d48c24","first","#210404"
"Nikon D5000","4975476787","5082753368","4149","5","1/30/2017","3.2","560","2010:09:09 14:54:50","null","#f1bb0b","first","#dfb550"
"Nikon D5000","4976085934","903bff9712","4112","5","1/30/2017","2","450","2010:09:07 12:53:55","null","#f2a410","first","#c8a824"
"Nikon D5000","4956217384","28bfe012a8","4085","5","1/30/2017","1.8","1100","2010:09:03 15:37:33","null","#bd8c47","first","#120e0d"
"Nikon D40","4934253502","601ae3299a","4142","5","1/30/2017","1.8","200","2010:08:27 23:56:56","null","#d0cc28","first","#e7d19d"
"Nikon D5000","4963049298","143e919490","4106","5","1/250","1.8","200","2010:09:05 17:42:22","null","#d79523","first","#1c5920"
"Nikon D5000","4956220252","18e6bbb5fc","4107","5","1/30/2017","2.5","320","2010:09:03 12:59:50","null","#eaac71","first","#1c2b40"
"Nikon D5000","4956214654","3002398d4a","4146","5","1/30/2017","2.5","900","2010:09:03 15:31:14","null","#f16c08","first","#edd7ac"
"Nikon D5000","4962447497","291bb909b5","4133","5","1/100","1.8","200","2010:09:05 17:45:36","null","#acc42e","first","#6c3816"
"Nikon D5000","4955612787","e6f4b5f1c2","4090","5","1/30/2017","1.8","360","2010:09:03 16:03:37","null","#d50448","first","#1f2e75"
"Nikon D5000","4930737684","f19973131a","4143","5","1/30/2017","2.8","900","2010:08:25 18:16:45","null","#e8bc1a","first","#e8e9e0"
"Nikon D5000","4956210320","5e6ac537fa","4149","5","1/30/2017","1.8","1000","2010:09:03 16:19:38","null","#df9b1a","first","#dce1b5"
"Nikon D5000","4919257906","d081f8abdb","4118","5","1/30/2017","1.8","200","2010:08:22 14:22:48","null","#06779c","first","#d8dcd7"
"Nikon D5000","4911908273","0f3752938a","4122","5","1/30/2017","5.6","560","2010:08:20 18:31:29","null","#2c96b4","first","#225158"
"Nikon D5000","4912524686","fa881968f2","4120","5","1/30/2017","1.8","500","2010:08:20 18:24:39","null","#40bcc0","first","#050505"
"Nikon D5000","4915072079","17a6db0800","4101","5","1/30/2017","1.8","400","2010:08:21 14:37:02","null","#0ca4b4","first","#224446"
"Nikon D5000","4911906685","bcedf93bea","4120","5","1/30/2017","5.6","720","2010:08:20 18:29:36","null","#a020a0","first","#231d11"
"Nikon D5000","4912520184","4123766c0c","4097","5","1/30/2017","5.6","800","2010:08:20 18:28:44","null","#a8a440","first","#2c2c2c"
"Nikon D5000","4930143935","2362191dc0","4114","5","1/1/2500","1.8","200","2010:08:23 13:19:20","null","#15b8d9","first","#e7e5e1"
"Nikon D5000","4912522012","9b1d92aa99","4135","5","1/25/2017","1.8","2500","2010:08:20 18:27:02","null","#d458d8","first","#282828"
"Nikon D5000","4911918717","61265517d5","4135","5","1/1/4000","1.8","200","2010:08:20 18:19:32","null","#1cb2e6","first","#272619"
"Nikon D5000","4912518176","e13aec9c42","4098","5","1/320","1.8","200","2010:08:20 18:09:08","null","#c47444","first","#342a1c"
"Nikon D5000","4911910213","d0f141a589","4139","5","1/40","2.5","200","2010:08:20 18:12:20","null","#58a824","first","#cddcdd"
"Nikon D5000","5170930952","d423134f9d","4084","5","1/20/2017","2","500","2010:11:11 20:54:29","null","#dc7504","","#311505"
"Nikon D5000","4871195414","845d8c14f9","4123","5","1/1/4000","2.8","200","2010:08:07 11:50:03","null","#bc8466","first","#d2b5a2"
"Nikon D5000","4874388765","d8bce26924","4079","5","1/30/2017","3.2","1000","2010:08:08 22:46:51","null","#9c0604","first","#840504"
"Nikon D5000","4906333643","e6b1313aee","4075","5","1/30/2017","11","3200","2010:08:18 12:41:29","null","#0446cc","first","#30212d"
"Nikon D5000","4912516606","8fd39a114f","4139","5","1/320","1.8","200","2010:08:20 18:07:13","null","#c4a064","first","#302615"
"Nikon D5000","4903207453","0d32351722","4077","5","1/60","8","3200","2010:08:17 19:26:56","null","#e0ac64","first","#d5bba5"
"Nikon D5000","4896612268","3a7fdcddfa","4114","5","20","null","200","2010:08:12 23:24:56","null","#ba4c0a","first","#b85e1c"
"Nikon D5000","4903795626","b2f880dac6","4114","5","1/40","1.8","200","2010:08:17 20:01:34","null","#842034","first","#d4c9c1"
"Nikon D5000","4870599323","5ae29102d3","4139","5","1/125","5","200","2010:08:07 11:22:36","null","#ee7e46","first","#2b2729"
"Nikon D5000","4870596345","ca6b312885","4117","5","1/1/1250","1.8","200","2010:08:07 11:44:31","null","#e4390c","first","#debe95"
"Nikon D5000","4862489800","0f9921fb76","4094","5","1/50","8","800","2010:08:04 19:38:42","null","#d4944f","first","#060505"
"Nikon D5000","4871201704","cb1b607f04","4082","5","1/1/1250","3.2","200","2010:08:07 11:18:20","null","#348cac","first","#d0c3b9"
"Nikon D5000","4871209218","ec8af03d5e","4096","5","1/320","3.2","200","2010:08:07 11:21:52","null","#d44c48","first","#cdcac7"
"Nikon D5000","4871197878","f4241b599b","4074","5","1/640","3.2","200","2010:08:07 11:27:24","null","#bd2f14","first","#1f1e29"
"Nikon D5000","4864832613","4079786fb5","4099","5","1/50","2","200","2010:08:05 19:27:14","null","#d4a304","first","#d9a806"
"Nikon D5000","4870590051","ba7debeb66","4079","5","1/250","3.5","200","2010:08:07 11:22:16","null","#be4131","first","#211d18"
"Nikon D5000","4870597655","e4163dd143","4073","5","1/1/4000","1.8","200","2010:08:07 11:39:09","null","#ddab58","first","#282520"
"Nikon D5000","4870595425","4eb3b848c4","4098","5","1/1/2500","3.2","200","2010:08:07 11:07:02","null","#da4023","first","#27221e"
"Nikon D5000","4858920873","4654dea10c","4080","5","1/1/1250","1.8","200","2010:08:03 15:06:28","null","#c4845c","first","#ded3bc"
"Nikon D5000","4859558528","f65036d085","4097","5","1/80","3.5","200","2010:08:03 13:22:54","null","#5cd4d8","first","#dfdfdf"
"Nikon D5000","4861869517","e7f1d1dea1","4097","5","1/200","4","3200","2010:08:04 19:35:30","null","#9a5434","first","#ab9482"
"Nikon D5000","4858934713","e3b4edb3f5","4076","5","1/1/4000","2.2","200","2010:08:03 13:27:10","null","#302ca8","first","#352d24"
"Nikon D5000","4858923265","02ebdd20e4","4138","5","1/500","2.5","200","2010:08:03 13:30:55","null","#ec4b15","first","#462d1e"
"Nikon D5000","4859575032","36f2ac44de","4123","5","1/1/2000","4.5","200","2010:08:03 13:19:43","null","#cc9424","first","#a07c28"
"Nikon D5000","4858919121","eda2ee9018","4094","5","1/800","9","200","2010:08:03 15:20:39","null","#ac8044","first","#dfe0e0"
"Nikon D5000","4861871787","5e782978f4","4078","5","1/100","1.8","200","2010:08:04 19:30:54","null","#f2c22a","first","#e5d1b5"
"Nikon D5000","4858926597","3a8241a478","4077","5","1/160","3.2","200","2010:08:03 13:28:53","null","#cf9570","first","#15110f"
"Nikon D5000","4859561988","e992833d7d","4077","5","1/50","4.5","200","2010:08:03 13:20:23","null","#942488","first","#2b2118"
"Nikon D5000","4851961041","6acb638ff4","4097","5","1/30/2017","1.8","640","2010:08:01 22:26:46","null","#a05cbc","first","#caccb5"
"Nikon D5000","4858982919","daebb5f090","4098","5","1/1/4000","3.2","200","2010:08:03 12:57:15","null","#f46e09","first","#241c0d"
"Nikon D5000","4859565526","0f2decb361","4081","5","1/1/1250","4.5","200","2010:08:03 13:08:42","null","#ce9a3e","first","#252114"
"Nikon D5000","4858966299","f928e0013c","4094","5","1/500","4.5","200","2010:08:03 13:17:13","null","#c67639","first","#744e1c"
"Nikon D5000","4859542172","ddd170983d","4140","5","1/1/4000","2.8","200","2010:08:03 13:03:36","null","#b08050","first","#746121"
"Nikon D5000","4858986755","a0f1066192","4117","5","1/250","7.1","200","2010:08:03 12:39:41","null","#bf0907","first","#0f1a21"
"Nikon D5000","4858987833","2593dc852c","4100","5","1/1/2500","3.5","200","2010:08:03 12:38:26","null","#c3903b","first","#dfe1d9"
"Nikon D5000","4859590386","4.34E+71","4098","5","1/200","4.5","200","2010:08:03 13:06:07","null","#4898d0","first","#a4a4a4"
"Nikon D5000","4859581602","1ffd1800b9","4121","5","1/1/1250","4.5","200","2010:08:03 13:06:40","null","#f1ac51","first","#293543"
"Nikon D5000","4817079193","8f90d10a04","4123","5","1/30/2017","4","2000","2010:07:21 22:27:26","null","#b45444","first","#d0b99f"
"Nikon D5000","4842606009","2de12de024","4149","5","1/100","1.8","200","2010:07:29 23:15:24","null","#54b434","first","#2a2a2a"
"Nikon D5000","4859569946","479dc3286a","4143","5","1/1/1600","5","200","2010:08:03 12:45:49","null","#e09438","first","#25231c"
"Nikon D5000","4814208063","5bd7af2425","4142","5","1/60","1.8","200","2010:07:20 23:20:16","null","#cc44b8","first","#d5c5b0"
"Nikon D5000","4840293184","0c904c856a","4104","5","1/160","5.6","3200","2010:07:28 23:09:28","null","#c4a450","first","#b29b57"
"Nikon D5000","4820026795","5a8ef3e0ca","4076","5","1/250","10","220","2010:07:22 18:05:16","null","#ae8950","first","#d7ccb8"
"Nikon D5000","4845845360","8a8af06cd0","4145","5","1/80","2","400","2010:07:30 19:45:43","null","#b05444","first","#ccad95"
"Nikon D5000","4848128011","09daa4b366","4098","5","1/1/4000","1.8","200","2010:07:31 12:25:34","null","#c47c60","first","#2b292b"
"Nikon D5000","4807018367","3f616c3da9","4098","5","1/1/4000","1.8","200","2010:07:18 18:08:40","null","#a45c44","first","#0c1219"
"Nikon D5000","4801216978","5b089e2660","4074","5","1/400","3.5","200","2010:07:16 18:05:28","null","#9048c4","first","#151515"
"Nikon D5000","4803429035","7ebb07becf","4143","5","1/100","1.8","200","2010:07:16 18:48:10","null","#b9590e","first","#8f8e86"
"Nikon D5000","4788900923","f39d6e96ba","4118","5","1/30/2017","5.6","2000","2010:07:11 09:46:49","null","#c41217","first","#e4dddb"
"Nikon D5000","4773161553","6f10365932","4082","5","1/30/2017","5.6","360","2010:07:07 18:44:28","null","#848028","first","#111111"
"Nikon D5000","4776041279","f9ee794bea","4138","5","1/30/2017","5.6","2500","2010:07:08 19:16:30","null","#d93648","first","#2d3745"
"Nikon D5000","4779265316","5111552487","4120","5","1/160","5.6","3200","2010:07:09 20:33:55","null","#981904","first","#a79d91"
"Nikon D5000","4785356873","289ea5d0f8","4137","5","1/30/2017","5.3","1250","2010:07:11 22:51:37","null","#afb41a","first","#a7905f"
"Nikon D5000","4792786080","9eb863d328","4137","5","1/30/2017","5","3200","2010:07:13 19:20:53","null","#b4845d","first","#1f160f"
"Nikon D5000","4801217664","e7b0b00eb5","4135","5","1/30/2017","4.8","200","2010:07:16 18:36:34","null","#a0c43c","first","#1c1814"
"Nikon D5000","4782196084","11e3ae3a90","4098","5","1/320","5.6","200","2010:07:10 18:03:26","null","#d3a41c","first","#2d2d10"
"Nikon D5000","4770789300","d6734dcdb3","4074","5","1/25/2017","4","1600","2010:07:06 17:47:34","null","#201c90","first","#201914"
"Nikon D5000","4766558149","a1a6146ba2","4079","5","1/40","3.5","3200","2010:07:05 22:00:43","null","#40a4a8","first","#171717"
"Nikon D5000","4762737373","cf7e6a4db6","4082","5","1/30/2017","3.5","450","2010:07:04 19:02:49","null","#9c4cc4","first","#c6c6c6"
"Nikon D5000","4762738347","609fd7c5e1","4093","5","1/50","4","200","2010:07:04 19:22:48","null","#c24f46","first","#d8d4cf"
"Nikon D5000","4762739113","03649dfd4a","4095","5","1/30/2017","5.6","720","2010:07:04 19:04:52","null","#bb7744","first","#d79f7e"
"Nikon D5000","4759185045","9a392d9117","4080","5","1/160","4.5","2500","2010:07:03 16:16:19","null","#0464ec","first","#d9b6a0"
"Nikon D5000","4763375124","f911312143","4093","5","1/320","5.6","450","2010:07:04 16:01:18","null","#687434","first","#d1c7a9"
"Nikon D5000","4756449167","e7bb7e4985","4122","5","1/160","5.6","200","2010:07:02 15:13:43","null","#2057b9","first","#cbc4c4"
"Nikon D5000","4763378206","6c4db5c336","4141","5","1/8/2017","5.6","1600","2010:07:04 19:43:28","null","#ab1a87","first","#141510"
"Nikon D5000","4729791026","36feef5b2f","1213","2","1/1/1600","null","200","2010:06:23 19:21:12","null","#9c40a0","first","#545454"
"Nikon D5000","4748497660","2dbaa154fb","4123","5","6","22","2200","2010:06:29 21:07:31","null","#9e89d3","first","#bca1d4"
"Nikon D5000","4751324976","63d4258327","4121","5","1/40","5.6","2000","2010:06:30 20:38:19","null","#d92b25","first","#e5e1dc"
"Nikon D5000","4744509609","4b6a41e7a6","4077","5","1/20/2017","null","500","2010:06:28 21:40:12","null","#59aa04","first","#8c90a5"
"Nikon D5000","4726313521","b194e1fde0","1057","2","1/30/2017","3.5","1100","2010:06:22 19:47:37","null","#c48444","first","#28281b"
"Nikon D5000","4753863885","cc4b449619","4119","5","1/50","5.6","1400","2010:06:30 19:36:12","null","#ae7450","first","#deb7a2"
"Nikon D5000","4741115141","37bcf0f577","4098","5","1/25/2017","5.6","3200","2010:06:27 21:04:29","null","#b66449","first","#d6b99a"
"Nikon D5000","4737361851","76b5293991","4076","5","1/320","3.5","360","2010:06:26 14:55:10","null","#cb2b09","first","#dcc0a1"
"Nikon D5000","4735190158","75f4119390","4082","5","1/40","4.8","720","2010:06:25 22:57:37","null","#d47f2a","first","#c9b9a5"
"Nikon D5000","4731992197","e904570d0c","1392","2","1/50","5.6","3200","2010:06:24 22:38:07","null","#f0b709","first","#0b0704"
"Nikon D5000","4723811726","4d75f104e1","1099","2","1/30/2017","5.6","720","2010:06:21 21:17:06","null","#44b8bc","first","#c3c3c3"
"Nikon D5000","4726314231","bbc2790f9a","1225","2","1/320","null","200","2010:06:22 18:10:53","null","#c55854","first","#cb9a87"
"Nikon D5000","4814073031","11460e50e4","4120","5","1/1/1600","5","200","2010:06:20 13:47:30","null","#28a0a8","first","#2a3239"
"Nikon D5000","4719668147","74b29cddc8","4016","5","1/320","5.6","200","2010:06:20 13:34:32","null","#059be4","first","#11150f"
"Nikon D5000","4720315180","3fd3b49cf4","4017","5","1/1/4000","4.2","200","2010:06:20 16:47:52","null","#344c6c","first","#d9d3d6"
"Nikon D5000","4814695456","be66ef9b08","4078","5","1/1/1600","4.5","200","2010:06:20 16:59:30","null","#208c28","first","#242121"
"Nikon D5000","4814694844","308b76ee46","4077","5","1/1/1000","5.6","200","2010:06:20 14:10:49","null","#ac6c44","first","#d3c7ba"
"Nikon D5000","4814698442","8caf4eb6d8","4142","5","1/1/4000","4.5","200","2010:06:20 16:59:07","null","#bc3434","first","#2d2316"
"Nikon D5000","4814699040","b55dc91ab2","4097","5","1/1/1600","5","200","2010:06:20 13:47:41","null","#60d4c0","first","#afb2c6"
"Nikon D5000","4814694110","600013e9b5","4142","5","1/1/1250","5","200","2010:06:20 14:11:56","null","#98388c","first","#cdc7c4"
"Nikon D5000","4716700786","d9c757ccdf","4063","5","1/100","3.8","200","2010:06:19 22:49:29","null","#32c6d7","first","#080909"
"Nikon D5000","4713903412","e6b154f7b9","4027","5","1/160","null","200","2010:06:18 22:48:56","null","#186eac","first","#0a0b0d"
"Nikon D5000","4710566845","54a4b17ce1","4033","5","1/60","5.6","200","2010:06:17 21:13:17","null","#d28e09","first","#ba9975"
"Nikon D5000","4702683390","bfeef9a500","4015","5","1/30/2017","null","200","2010:06:14 21:05:46","null","#9c982c","first","#151515"
"Nikon D5000","4705038427","8c6dfe0395","4022","5","1/125","null","200","2010:06:15 18:40:30","null","#a04cc8","first","#e6e6e6"
"Nikon D5000","4716058745","2544a86dfe","4065","5","1/80","5.3","1100","2010:06:19 22:34:05","null","#c77a07","first","#1f1a15"
"Nikon D5000","4705040355","7711b50385","1288","2","1/250","null","200","2010:06:15 18:35:36","null","#7c343c","first","#ceb6a4"
"Nikon D5000","4705038923","048d2ccae5","4016","5","1/1/1600","null","200","2010:06:15 18:46:21","null","#ef473b","first","#d85940"
"Nikon D5000","4698665187","b19a1fb6d1","4067","5","1/400","3.5","200","2010:06:13 17:58:00","null","#d4bc5c","first","#0e1107"
"Nikon D5000","4705681652","f93dec129f","1289","2","1/50","null","200","2010:06:15 19:07:35","null","#e4bc04","first","#dfc6aa"
"Nikon D5000","4695333656","4a7e5c9ee8","4028","5","3","22","250","2010:06:12 19:49:29","null","#bb7746","first","#c9baaa"
"Nikon D5000","4695330838","98de818ff5","4068","5","1/40","5.6","3200","2010:06:12 18:32:46","null","#d87d34","first","#0f0a07"
"Nikon D5000","4686836779","380520ef85","4060","5","1/60","3.8","3200","2010:06:09 21:16:50","null","#a49c3c","first","#bdc295"
"Nikon D5000","4695332232","3afca13b55","4001","5","1/200","3.5","400","2010:06:12 19:09:37","null","#6186b3","first","#c9d4df"
"Nikon D5000","4692126489","fea144624d","4020","5","6","5.6","220","2010:06:11 20:42:30","null","#dfa552","first","#0f0d0a"
"Nikon D5000","4694699055","dc2abf437e","1285","2","2.5","22","360","2010:06:12 19:48:32","null","#bc5404","first","#cec0aa"
"Nikon D5000","4694697381","9dc0eba4fd","4021","5","1/40","3.5","3200","2010:06:12 18:34:27","null","#8f4c3c","first","#110f0e"
"Nikon D5000","4680876903","ed37dc1838","4010","5","1/320","3.5","200","2010:06:07 16:59:34","null","#bc8464","first","#1f1c15"
"Nikon D5000","4684657180","2d5da0d0e4","1265","2","1/160","9","200","2010:06:07 19:29:54","null","#a97e4c","first","#b18d68"
"Nikon D5000","4692758926","0197b88fc6","4002","5","1/800","6.3","200","2010:06:10 17:22:48","null","#b8d044","first","#d5cfbb"
"Nikon D5000","4662625278","d46193dece","4005","5","1/1/1250","10","200","2010:06:01 19:12:05","null","#ac844c","first","#c7ad7e"
"Nikon D5000","4667989463","c70dee6225","4072","5","1/40","5.6","3200","2010:06:03 22:44:14","null","#7c542c","first","#231e18"
"Nikon D5000","4665224073","2b9ddb5041","4009","5","1/25/2017","3.5","320","2010:06:02 19:00:21","null","#c99d62","first","#d1a17c"
"Nikon D5000","4678015168","9940f0fd69","4012","5","1/40","3.5","800","2010:06:06 22:18:53","null","#84643c","first","#c3bb9a"
"Nikon D5000","4661994795","613ecaed4a","4047","5","1/640","11","200","2010:06:01 19:05:37","null","#b48444","first","#c0ac91"
"Nikon D5000","4661994255","25a2be21f2","4034","5","1/400","3.5","200","2010:06:01 19:17:08","null","#ac7434","first","#dedcd8"
"Nikon D5000","4662623374","df9d76c0e7","1279","2","1/1/2500","3.5","200","2010:06:01 19:15:09","null","#bc843f","first","#c6ab8a"
"Nikon D5000","4661993279","a643461943","1277","2","1/100","3.5","1400","2010:06:01 21:20:01","null","#b5a044","first","#c8bb93"
"Nikon D5000","4673544897","5594b8277f","4051","5","1/640","3.5","200","2010:06:05 17:53:45","null","#1e66a4","first","#cdc4bc"
"Nikon D5000","4671230796","ac7bac3b32","4013","5","1/125","5.6","200","2010:06:04 11:37:27","null","#cfa285","first","#c1b5a5"
"Nikon D5000","4630730961","f51cc94d76","4005","5","1/160","5.6","200","2010:05:22 14:55:52","null","#48c4c8","first","#151515"
"Nikon D5000","4641504060","1d24b66265","4017","5","1/160","5.6","200","2010:05:25 12:14:55","null","#c7593c","first","#d1a596"
"Nikon D5000","4626390250","72ff9e0ecd","4005","5","1/50","5","1100","2010:05:20 11:33:50","null","#b47c4c","first","#cab69c"
"Nikon D5000","4637745645","91742665ea","3387","4","1/50","4.5","400","2010:05:24 08:12:19","null","#9c3c2a","first","#201a14"
"Nikon D5000","4644300974","b77722f813","4042","5","1/60","5.3","3200","2010:05:26 15:44:13","null","#ac744c","first","#cfbeac"
"Nikon D5000","4634356811","e299430665","4052","5","1/50","5.6","1250","2010:05:23 12:34:16","null","#2c94bc","first","#c6d3cb"
"Nikon D5000","4661992513","edaa5117f5","4033","5","1/800","5.6","280","2010:05:28 16:34:58","null","#bc8454","first","#bfbeab"
"Nikon D5000","4628749698","332e39de1c","3307","4","1/20/2017","5.6","3200","2010:05:21 22:40:47","null","#ba3f34","first","#c69170"
"Nikon D5000","4649467142","40c1c2fb18","4058","5","1/400","5.3","200","2010:05:28 13:41:56","null","#7ca7cc","first","#2b2a2d"
"Nikon D5000","4649465256","76114d15d3","3399","4","1/400","3.8","220","2010:05:28 09:40:03","null","#976d3a","first","#cdbaa3"
"Nikon D5000","4623139751","6dea845c6d","3367","4","1/80","5","1800","2010:05:19 12:58:12","null","#946546","first","#d3c3b0"
"Nikon D5000","4607728941","c430687259","1021","2","1/800","4.5","200","2010:05:14 14:02:04","null","#84743c","first","#d5cfc9"
"Nikon D5000","4620943096","440fee439c","3618","4","1/125","5.6","1000","2010:05:18 13:25:19","null","#98b43c","first","#bcaf9c"
"Nikon D5000","4614300962","59629ee7c6","4072","5","1/125","5","2800","2010:05:16 16:44:16","null","#b18546","first","#2f2113"
"Nikon D5000","4516986212","be787df729","2798","3","1/800","5.6","200","2010:04:12 16:46:32","null","#3890d8","","#cbcbce"
"Nikon D5000","4930146135","e8def129e8","4102","5","1/160","5.6","400","2010:05:18 12:59:43","null","#64b838","first","#d8d8d8"
"Nikon D5000","4610254495","f07621e047","4051","5","1/500","5.6","200","2010:05:15 16:21:23","null","#84443c","first","#c9d3d3"
"Nikon D5000","4589358191","ecda74ae97","4006","5","1/50","5.6","1800","2010:05:07 13:07:45","null","#6451ad","","#cecdc5"
"Nikon D5000","4516989012","998a8c39d7","2728","3","1/800","5.6","200","2010:04:12 16:45:54","null","#2b6196","","#cfcecd"
"Nikon D5000","4617147170","e9b54347d7","4039","5","1/50","3.5","640","2010:05:17 13:25:15","null","#b1a24d","first","#bfbfbf"
"Nikon D5000","4516321679","8697e45e66","2718","3","1/640","5.6","640","2010:04:12 16:15:08","null","#4ccca0","","#232825"
"Nikon D5000","4516983582","570e50c278","2703","3","1/1/1250","5.6","1100","2010:04:12 16:44:53","null","null","","#f8f7f6"
"Nikon D5000","4516345021","d29776b7cc","4035","5","1/640","5.6","220","2010:04:12 16:43:22","null","#086ac6","","#d0dff5"
"Nikon D5000","4516328609","5b593e5287","4010","5","1/250","5.6","200","2010:04:12 16:23:02","null","#d0d45c","","#44483b"
"Nikon D5000","4516960298","81c5f51a52","4054","5","1/640","5.6","320","2010:04:12 16:18:31","null","#3c8cc4","","#d8e0e9"
"Nikon D5000","4508599274","8717c4fe34","4015","5","1/125","4.5","1000","2010:04:09 19:38:52","null","#b4343c","","#b38d8d"
"Nikon D5000","4516341431","5ba88f5a6d","2737","3","1/800","5.6","200","2010:04:12 16:35:26","null","#3a78b6","","#c9c1b1"
"Nikon D5000","4507956135","c06a452b51","2083","3","1/125","4.8","1400","2010:04:09 19:37:32","null","#9048ac","","#bdb9ad"
"Nikon D5000","4516332651","9ed4374358","4056","5","1/250","5.6","200","2010:04:12 16:23:50","null","#4c74b4","","#d5dee8"
"Nikon D5000","4516952218","c2ecf2a00f","4034","5","1/1/1600","4.5","200","2010:04:12 15:44:39","null","#d2b746","","#22221c"
"Nikon D5000","4507945961","59ebb7748e","4067","5","1/125","5","3200","2010:04:09 19:30:57","null","#3cb4ac","","#bdaa9e"
"Nikon D5000","4507936671","2f3262fa69","4003","5","1/60","4.2","800","2010:04:09 19:01:19","null","#346c3c","","#81665e"
"Nikon D5000","4508581504","c186b735bb","2061","3","1/160","4.5","3200","2010:04:09 19:08:13","null","#1b76d9","","#1f63ba"
"Nikon D5000","4507950071","d98ba17958","2707","3","1/125","4.5","800","2010:04:09 19:33:36","null","#ae5057","","#b9908b"
"Nikon D5000","4508579256","1769be22c9","4026","5","1/160","4.5","3200","2010:04:09 19:07:19","null","#3b61b8","","#4975ce"
"Nikon D5000","4507952919","9e071e898c","2797","3","1/125","4.8","2500","2010:04:09 19:34:17","null","#9c6849","","#b5896d"
